rno	dno	rating	text
896	704	2	새벽배송이라 그런지 정말 빠르게 도착했습니다. 신선식품 상태도 만족합니다.
897	2854	4	박스가 훼손되어 와서 조금 아쉬웠지만 제품에는 문제 없었습니다.
898	1695	4	정확한 시간에 배송이 와서 좋았습니다. 전체적으로 무난한 서비스였습니다.
899	3901	2	박스가 훼손되어 와서 조금 아쉬웠지만 제품에는 문제 없었습니다.
900	2613	2	기사님이 친절하게 안내해주셨고 시간도 정확했습니다. 다음에도 이용할 생각입니다.
901	943	1	배송 속도와 상품 상태 모두 만족스럽습니다. 재구매 의사 있습니다.
902	896	5	배송 과정에서 박스가 조금 찌그러져 있었지만 내부 상품은 괜찮았습니다.
903	1999	4	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
904	1312	4	빠른 배송 덕분에 급하게 필요했던 물건을 제때 받을 수 있었습니다.
905	3786	3	제품이 안전하게 도착했고 배송 알림도 잘 와서 편리했습니다.
906	1512	3	빠른 배송 덕분에 급하게 필요했던 물건을 제때 받을 수 있었습니다.
907	3241	1	상품이 흔들리지 않게 포장되어 있어 믿음이 갔습니다.
908	1617	4	빠른 배송 덕분에 급하게 필요했던 물건을 제때 받을 수 있었습니다.
909	3186	1	배송 조회가 잘 되어 현재 위치를 확인하기 편했습니다. 전체적으로 만족합니다.
910	1686	3	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
911	4730	2	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
912	1532	4	배송 조회가 잘 되어 현재 위치를 확인하기 편했습니다. 전체적으로 만족합니다.
913	3749	2	전반적으로 만족스러운 배송 서비스였습니다. 기사님도 친절했어요.
914	4324	5	배송 속도와 상품 상태 모두 만족스럽습니다. 재구매 의사 있습니다.
915	4891	4	제품이 안전하게 도착했고 배송 알림도 잘 와서 편리했습니다.
916	4809	2	정확한 시간에 배송이 와서 좋았습니다. 전체적으로 무난한 서비스였습니다.
917	3751	5	포장이 너무 약해서 조금 실망했습니다. 다음에는 보완되면 좋겠어요.
918	4835	2	새벽배송이라 그런지 정말 빠르게 도착했습니다. 신선식품 상태도 만족합니다.
919	2566	2	포장이 너무 약해서 조금 실망했습니다. 다음에는 보완되면 좋겠어요.
920	959	3	새벽배송이라 그런지 정말 빠르게 도착했습니다. 신선식품 상태도 만족합니다.
921	4185	4	상품이 흔들리지 않게 포장되어 있어 믿음이 갔습니다.
922	1130	4	빠른 배송 덕분에 급하게 필요했던 물건을 제때 받을 수 있었습니다.
923	1522	4	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
924	1420	4	전반적으로 만족스러운 배송 서비스였습니다. 기사님도 친절했어요.
925	2367	3	배송 속도와 상품 상태 모두 만족스럽습니다. 재구매 의사 있습니다.
926	3695	5	정확한 시간에 배송이 와서 좋았습니다. 전체적으로 무난한 서비스였습니다.
927	79	4	배송 조회가 잘 되어 현재 위치를 확인하기 편했습니다. 전체적으로 만족합니다.
928	3146	5	배송이 늦어 불편했지만 고객센터 응대는 괜찮았습니다.
929	4055	4	전반적으로 만족스러운 배송 서비스였습니다. 기사님도 친절했어요.
930	3405	5	박스가 훼손되어 와서 조금 아쉬웠지만 제품에는 문제 없었습니다.
931	4004	3	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
932	253	5	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
933	2393	1	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
934	4405	3	박스가 훼손되어 와서 조금 아쉬웠지만 제품에는 문제 없었습니다.
935	4634	5	전반적으로 만족스러운 배송 서비스였습니다. 기사님도 친절했어요.
936	4504	4	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
937	936	3	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
938	3006	4	기사님이 친절하게 안내해주셨고 시간도 정확했습니다. 다음에도 이용할 생각입니다.
939	3616	4	빠른 배송 덕분에 급하게 필요했던 물건을 제때 받을 수 있었습니다.
940	839	5	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
941	2439	5	기사님이 친절하게 안내해주셨고 시간도 정확했습니다. 다음에도 이용할 생각입니다.
942	3685	3	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
943	3597	5	포장이 꼼꼼하게 되어 있어서 안심됐습니다. 물건 상태도 매우 좋네요.
944	1942	3	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
945	2873	5	상품이 흔들리지 않게 포장되어 있어 믿음이 갔습니다.
946	3508	3	새벽배송이라 그런지 정말 빠르게 도착했습니다. 신선식품 상태도 만족합니다.
947	1693	5	기사님이 친절하게 안내해주셨고 시간도 정확했습니다. 다음에도 이용할 생각입니다.
948	4671	4	생각보다 배송 기간이 길었지만 제품 상태는 좋아서 만족합니다.
949	4890	4	배송 속도와 상품 상태 모두 만족스럽습니다. 재구매 의사 있습니다.
950	2398	3	생각보다 배송 기간이 길었지만 제품 상태는 좋아서 만족합니다.
951	4215	5	포장이 꼼꼼하게 되어 있어서 안심됐습니다. 물건 상태도 매우 좋네요.
952	1111	5	빠른 배송 덕분에 급하게 필요했던 물건을 제때 받을 수 있었습니다.
953	486	5	새벽배송이라 그런지 정말 빠르게 도착했습니다. 신선식품 상태도 만족합니다.
954	1088	3	배송 속도와 상품 상태 모두 만족스럽습니다. 재구매 의사 있습니다.
955	2028	5	제품이 안전하게 도착했고 배송 알림도 잘 와서 편리했습니다.
956	4010	3	생각보다 배송 기간이 길었지만 제품 상태는 좋아서 만족합니다.
957	3394	4	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
958	763	4	생각보다 배송 기간이 길었지만 제품 상태는 좋아서 만족합니다.
959	3024	4	전반적으로 만족스러운 배송 서비스였습니다. 기사님도 친절했어요.
960	2682	4	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
961	3756	5	정확한 시간에 배송이 와서 좋았습니다. 전체적으로 무난한 서비스였습니다.
962	519	5	제품이 안전하게 도착했고 배송 알림도 잘 와서 편리했습니다.
963	1785	5	배송 조회가 잘 되어 현재 위치를 확인하기 편했습니다. 전체적으로 만족합니다.
964	4053	3	포장이 너무 약해서 조금 실망했습니다. 다음에는 보완되면 좋겠어요.
965	2767	4	새벽배송이라 그런지 정말 빠르게 도착했습니다. 신선식품 상태도 만족합니다.
966	4638	5	배송 속도와 상품 상태 모두 만족스럽습니다. 재구매 의사 있습니다.
967	397	1	박스가 훼손되어 와서 조금 아쉬웠지만 제품에는 문제 없었습니다.
968	134	2	배송 과정에서 박스가 조금 찌그러져 있었지만 내부 상품은 괜찮았습니다.
969	3616	4	빠른 배송 덕분에 급하게 필요했던 물건을 제때 받을 수 있었습니다.
970	1658	5	새벽배송이라 그런지 정말 빠르게 도착했습니다. 신선식품 상태도 만족합니다.
971	2473	3	생각보다 배송 기간이 길었지만 제품 상태는 좋아서 만족합니다.
972	765	5	생각보다 배송 기간이 길었지만 제품 상태는 좋아서 만족합니다.
973	676	4	배송 과정에서 박스가 조금 찌그러져 있었지만 내부 상품은 괜찮았습니다.
974	425	4	포장이 너무 약해서 조금 실망했습니다. 다음에는 보완되면 좋겠어요.
975	1919	4	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
976	780	1	전반적으로 만족스러운 배송 서비스였습니다. 기사님도 친절했어요.
977	639	3	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
978	4256	5	배송이 예상보다 훨씬 빨라서 만족합니다. 포장 상태도 깔끔했고 제품 손상 없이 잘 도착했어요.
979	67	5	포장이 꼼꼼하게 되어 있어서 안심됐습니다. 물건 상태도 매우 좋네요.
980	3460	5	전반적으로 만족스러운 배송 서비스였습니다. 기사님도 친절했어요.
981	581	3	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
982	840	2	정확한 시간에 배송이 와서 좋았습니다. 전체적으로 무난한 서비스였습니다.
983	2452	3	새벽배송이라 그런지 정말 빠르게 도착했습니다. 신선식품 상태도 만족합니다.
984	1171	2	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
985	70	5	배송 과정에서 박스가 조금 찌그러져 있었지만 내부 상품은 괜찮았습니다.
986	3606	4	배송 조회가 잘 되어 현재 위치를 확인하기 편했습니다. 전체적으로 만족합니다.
987	1241	5	상품이 흔들리지 않게 포장되어 있어 믿음이 갔습니다.
988	3625	5	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
989	824	3	포장이 꼼꼼하게 되어 있어서 안심됐습니다. 물건 상태도 매우 좋네요.
990	4830	5	정확한 시간에 배송이 와서 좋았습니다. 전체적으로 무난한 서비스였습니다.
991	3518	4	새벽배송이라 그런지 정말 빠르게 도착했습니다. 신선식품 상태도 만족합니다.
992	2030	3	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
993	2033	4	상품이 흔들리지 않게 포장되어 있어 믿음이 갔습니다.
994	4978	3	배송이 예상보다 훨씬 빨라서 만족합니다. 포장 상태도 깔끔했고 제품 손상 없이 잘 도착했어요.
995	2472	3	상품이 흔들리지 않게 포장되어 있어 믿음이 갔습니다.
996	4175	3	제품이 안전하게 도착했고 배송 알림도 잘 와서 편리했습니다.
997	2422	5	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
998	4055	4	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
999	4093	5	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
1000	4328	5	배송이 예상보다 훨씬 빨라서 만족합니다. 포장 상태도 깔끔했고 제품 손상 없이 잘 도착했어요.
