reno	rvno	review	score
1938	1264	다 좋은데 객실에 친환경으로 슬리퍼 칫솔치약을 안주는데 슬리퍼만 줬으면 더 좋았을거같아요	4
1939	691	청결상태에 조금 더 신경 써주시길 바랍니다.	3
1940	2358	예약확인이 안되네요	1
1941	4232	역 바로앞에 있어 교통 편리성도 좋고,숙소도 좁은건 맞지만 숙소가 깔끔하며 조식도 맛있어요!!ㅎㅎ 추천합니다^-^	5
1942	1558	급히 잡은 숙소였는데 침대도 넓고 좋았어요 ㅎㅎ 에어컨 소음이 좀 있는데 잠깐 틀어놔듀 시원해서 잘땐 끄고 잤어용	4
1943	50	깨끗해요	3
1944	707	화장실에서 냄새가 납니다	2
1945	1635	직원들이 친절하지가 않네요.	2
1946	254	건조한거 빼곤 매우만족	3
1947	2765	화장실에서 냄새가 납니다	2
1948	1852	조금 낙후된부분들 레노하면 좋을거같아요	2
1949	1153	수영장 등 부대시설 있을건 다 있구 해변 접근성도 좋습니다.	5
1950	2814	서비스, 질 모든 면에서 만족스럽지 않네요.	1
1951	3513	호텔 내 주차장 공간이 좀 아쉬웠지만 만족했습니다.^^	3
1952	829	가족들고 즐거운 시간 ^^	5
1953	2568	침구가 깨끗하고 베게도 편하고 좋았습니다.	3
1954	3847	룸이 작고 샤워실이 투명이라 좀 불편하긴 합니다. 룸 사이즈는 캐리어 두 개도 펼치기 힘들 정도예요. 침대는 너무 좋아서 혼자 묵긴 좋은 곳이라고 느꼈어요. 넷플릭스 기기는 오후 늦게 들어가니 전부 대여 완료.. 그냥 룸마다 설치해 두고 요금을 더 받으시는 게. 아무튼 미리미리 대여해 두세요.	3
1955	4640	시설도 깨끗하고 위치도 좋아요.	5
1956	3664	훌륭한 숙소입니다.	5
1957	4346	재방문의사있습니다.	5
1958	3784	담에는 다른곳 이용하려구요	1
1959	2691	침구가 깨끗하고 베게도 편하고 좋았습니다.	3
1960	1544	단 너무 깔끔하고 오션뷰 좋아요! 애견 동반 호텔이라 친화적인 느낌?ㅎ 잘 쉬다 왔습니다. 대만족 했어요.	5
1961	2469	위치, 장소, 서비스, 룸 컨디션 모두 좋아요. 다만 화장실이 방음이 전혀안되서 예민하신분들은 신경쓰이실듯 합니다.	5
1962	3760	최고네요!!	5
1963	1153	잘 쉬다갑니당!	5
1964	1326	방이랑 수영장 모두 좋았어요!!	5
1965	715	잘 쉬다 갑니다.	5
1966	4932	침대가 아주 편안하구 아늑한걸 추구하시면 좋은 호텔이에요	5
1967	1386	사진이랑 다르게 생각보다 좋았어요~	4
1968	4738	룸서비스(음식류) 안되는 것 제외하고는 강릉에서 손꼽는 편의성을 갖춘 호텔(가성비듀 쥬아여)	4
1969	2763	저렴하게 잘 놀다 왔습니다.제방문 의자 있습니다	5
1970	186	다 좋은데 객실에 친환경으로 슬리퍼 칫솔치약을 안주는데 슬리퍼만 줬으면 더 좋았을거같아요	4
1971	3585	전화를 잘 받아주세요.	2
1972	3846	호텔 아니여도 근처에 먹을 만한 곳이 많아사 근처에서 밥먹고 산책가고 호텔 시성 즐기고 너무 좋아용	5
1973	4297	청결상태에 조금 더 신경 써주시길 바랍니다.	3
1974	2242	수영장 등 부대시설 있을건 다 있구 해변 접근성도 좋습니다.	5
1975	2423	수영장 등 부대시설 있을건 다 있구 해변 접근성도 좋습니다.	5
1976	3687	직원분이 푹신하고 침대가 친절해요	5
1977	475	체크아웃 엘베는 저층인분들은 윗층에서 다 타고 내려오니 포기하고 계단이용해야 하는데 캐리어나 유모차는ㅠ	1
1978	742	다만 방음이 좀 안되는게 아쉬웠어요	4
1979	1064	체크인 도와주시는분이 불친절했고 체크아웃하고 출차하면서 6만원 계산하라고 해서 확인해보니 차량번호도 일부러 잘못등록하신건가 싶었네요	1
1980	687	좋은 추억 가지고 갑니다.	4
1981	3533	침대가 아주 편안하구 아늑한걸 추구하시면 좋은 호텔이에요	5
1982	1706	아주 좋습니다.	5
1983	1027	방이랑 수영장 모두 좋았어요!!	5
1984	2661	아주 좋습니다.	5
1985	954	다시는 안갑니다.	1
1986	3320	체크인 키오스크로 하니까 금방입니다.	5
1987	948	잘 쉬다 가용	5
1988	3315	예약하는 곳이에요 이번에도 편히 쉬다왔어용 ~~	4
1989	889	조식도 먹었는데 17층이라 그런지 강남 뷰 보면서 아주 잘 먹었어요. 담에 또 올거에요~~	5
1990	191	오션뷰가 아닌 논뷰도 푸릇하고 좋더라구여	5
1991	490	호텔 객실 자체는 깨끗하고 넓어서 좋았습니다	5
1992	1364	청결상태에 조금 더 신경 써주시길 바랍니다.	3
1993	3943	직원들이 친절하지가 않네요.	2
1994	3703	최고가 된다면 바로 이 호실! 일걸요?	4
1995	639	잘 쉬다 가용	5
1996	1858	바다 좋아하는 사람은 파셜오션? 노노(룸이 바다쪽에 다가가지않는 이상 씨마크쪽이 더 많이보임..) 오션!!	3
1997	867	오션뷰가 아니라 아쉬웠지만 바다 앞이라 놀기 좋았습니다~~!	3
1998	333	직원들이 친절하지가 않네요.	3
1999	2480	요즘 따라 점점 별로가 되는 기분인데요. 발전해주시기 바랍니다.	2
2000	3440	전화를 잘 받아주세요.	2
2001	1146	잘 쉬다 가용	5
2002	4093	직원들이 친절하지가 않네요.	3
2003	1752	잘 쉬다 가용	5
2004	2477	너무 좋았어요! 다음에도 또 오고싶네요	5
2005	750	침구가 깨끗하고 베게도 편하고 좋았습니다.	3
2006	2457	프론트 직원이 너무 친절하지 않아요.	2
2007	2251	급히 잡은 숙소였는데 침대도 넓고 좋았어요 ㅎㅎ 에어컨 소음이 좀 있는데 잠깐 틀어놔듀 시원해서 잘땐 끄고 잤어용	4
2008	1593	오션뷰가 아니라 아쉬웠지만 바다 앞이라 놀기 좋았습니다~~!	3
2009	2903	급히 잡은 숙소였는데 침대도 넓고 좋았어요 ㅎㅎ 에어컨 소음이 좀 있는데 잠깐 틀어놔듀 시원해서 잘땐 끄고 잤어용	4
2010	2989	위치, 장소, 서비스, 룸 컨디션 모두 좋아요. 다만 화장실이 방음이 전혀안되서 예민하신분들은 신경쓰이실듯 합니다.	5
2011	4959	최고네요!!	5
2012	4303	좋은 추억 가지고 갑니다.	4
2013	2404	뭐라 할 건 없는데 조금 그렇네요	4
2014	1740	직원분이 푹신하고 침대가 친절해요	5
2015	2826	건물 복잡해요	1
2016	767	예약확인이 안되네요	1
2017	298	직원들이 친절하지가 않네요.	2
2018	3320	좋습니다. 가성비가 조금 떨어지는 느낌이긴 합니다.	4
2019	4039	서울타워 야경맛집	5
2020	2820	청소상태가 매우 깔끔하고, 조식도 종류가 많지 않아도 맛있고, 직원분들은 매우 친절하세요.	5
2021	1471	건물 복잡해요	1
2022	932	최고가 된다면 바로 이 호실! 일걸요?	4
2023	4164	체크인도 빠르고 직원분들 친절하셔서 좋았습니다	5
2024	4305	오션뷰가 아니라 아쉬웠지만 바다 앞이라 놀기 좋았습니다~~!	3
2025	684	강아지도 많이 데려오시더라구요. 세면도구는 챙겨가셔야 합니당	5
2026	1891	오션뷰 진짜 너무 좋아요!!	5
2027	3829	체크인 키오스크로 하니까 금방입니다.	5
2028	1657	잘 쉬다 가용	5
2029	4603	실내 온도조절이 안되고, 따뜻한 물이 시간대별로 나와서 불편합니다.	1
2030	2286	좋은데, 조금 마음에 안 드네요	4
2031	4629	최고네요!!	5
2032	1961	직원들이 친절하지가 않네요.	3
2033	992	직원들이 친절하지가 않네요.	2
2034	863	직원들이 친절하지가 않네요.	2
2035	4016	"최고!최고!입니다!
잘쉬고가요~~~~"	5
2036	1259	위치, 장소, 서비스, 룸 컨디션 모두 좋아요. 다만 화장실이 방음이 전혀안되서 예민하신분들은 신경쓰이실듯 합니다.	5
2037	3987	편하게 잘 다녀 왔습니다^^	5
2038	4997	적당적당한 줄 알았더니, 더 좋네요. 생각보다	5
2039	2732	화장실에서 냄새가 납니다	2
2040	26	적당합니다.	3
2041	828	예약확인이 안되네요	1
2042	857	실내 온도조절이 안되고, 따뜻한 물이 시간대별로 나와서 불편합니다.	1
2043	2426	글쎄요, 좋은 거 같은데 이 정도면..	3
2044	417	오션뷰가 아닌 논뷰도 푸릇하고 좋더라구여	5
2045	2538	사진이랑 다르게 생각보다 좋았어요~	4
2046	694	"최고!최고!입니다!
잘쉬고가요~~~~"	5
2047	1900	호텔 객실 자체는 깨끗하고 넓어서 좋았습니다	5
2048	2631	다시는 안갑니다.	1
2049	3045	동선이 좋아서 자주 이용하는 곳이예요. 환경을 생각 하는 호텔이라 더 마음에 듭니다.	6
2050	1657	서비스, 질 모든 면에서 만족스럽지 않네요.	1
2051	597	잘 쉬다갑니당!	5
2052	2254	역 바로앞에 있어 교통 편리성도 좋고,숙소도 좁은건 맞지만 숙소가 깔끔하며 조식도 맛있어요!!ㅎㅎ 추천합니다^-^	5
2053	1971	좋은데, 조금 마음에 안 드네요	4
2054	2288	잘 쉬다갑니당!	5
2055	3604	동선이 좋아서 자주 이용하는 곳이예요. 환경을 생각 하는 호텔이라 더 마음에 듭니다.	6
2056	754	전화를 잘 받아주세요.	2
2057	4754	방이랑 수영장 모두 좋았어요!!	5
2058	4154	침대가 진짜 편해요. 침구랑 방도 엄청 깨끗했어요. 맨날 여기서 잠만 자고싶네용!	4
2059	3948	호텔자체는 깔끔했어요. 근데 가격대비 너무 깡통옵션이어서 다음에 또 오는건 고민이 들 듯. 리뷰에서 유명한 체크인 줄서기 경험도 겪고, 무엇보다 뷰가...수영장이 바로 앞이어서 커튼을 열수가 없었어요.	5
2060	3281	급히 잡은 숙소였는데 침대도 넓고 좋았어요 ㅎㅎ 에어컨 소음이 좀 있는데 잠깐 틀어놔듀 시원해서 잘땐 끄고 잤어용	4
2061	4928	룸이 작고 샤워실이 투명이라 좀 불편하긴 합니다. 룸 사이즈는 캐리어 두 개도 펼치기 힘들 정도예요. 침대는 너무 좋아서 혼자 묵긴 좋은 곳이라고 느꼈어요. 넷플릭스 기기는 오후 늦게 들어가니 전부 대여 완료.. 그냥 룸마다 설치해 두고 요금을 더 받으시는 게. 아무튼 미리미리 대여해 두세요.	3
2062	2718	수영장 등 부대시설 있을건 다 있구 해변 접근성도 좋습니다.	5
2063	465	체크인도 빠르고 직원분들 친절하셔서 좋았습니다	5
2064	1264	체크인이 불편한것 빼고는 만족했습니다	3
2065	1844	서비스, 질 모든 면에서 만족스럽지 않네요.	1
2066	4651	체크인 키오스크로 하니까 금방입니다.	5
2067	990	직원들이 친절하지가 않네요.	2
2068	934	시설이 깔끔했어요	5
2069	99	예약방식이 너무 어렵습니다.	1
2070	2851	체크인도 빠르고 직원분들 친절하셔서 좋았습니다	5
2071	4653	급히 잡은 숙소였는데 침대도 넓고 좋았어요 ㅎㅎ 에어컨 소음이 좀 있는데 잠깐 틀어놔듀 시원해서 잘땐 끄고 잤어용	4
2072	2381	단 너무 깔끔하고 오션뷰 좋아요! 애견 동반 호텔이라 친화적인 느낌?ㅎ 잘 쉬다 왔습니다. 대만족 했어요.	5
2073	1703	최고입니다.123	5
2074	1511	친절합니다. 	4
2075	4748	동선이 좋아서 자주 이용하는 곳이예요. 환경을 생각 하는 호텔이라 더 마음에 듭니다.	6
2076	2104	전화를 잘 받아주세요.	2
2077	3077	동선이 좋아서 자주 이용하는 곳이예요. 환경을 생각 하는 호텔이라 더 마음에 듭니다.	6
2078	4943	바로앞에 강문해변있어서 산책하기좋아요.	5
2079	3611	직원분이 푹신하고 침대가 친절해요	5
2080	1050	체크인 키오스크로 하니까 금방입니다.	5
2081	234	다 좋은데 객실에 친환경으로 슬리퍼 칫솔치약을 안주는데 슬리퍼만 줬으면 더 좋았을거같아요	4
2082	4403	호텔 객실 자체는 깨끗하고 넓어서 좋았습니다	5
2083	580	깨끗하고 침구도 편안해서 잘 쉬다 왔어요 !	5
2084	1212	시설도 깨끗하고 위치도 좋아요.	5
2085	2670	청소상태가 매우 깔끔하고, 조식도 종류가 많지 않아도 맛있고, 직원분들은 매우 친절하세요.	5
2086	2871	직원들이 친절하지가 않네요.	2
2087	4363	친절합니다. 	4
2088	3425	편하게 잘 다녀 왔습니다^^	5
2089	116	적당합니다.	3
2090	209	청소상태가 매우 깔끔하고, 조식도 종류가 많지 않아도 맛있고, 직원분들은 매우 친절하세요.	5
2091	508	좋은데, 조금 마음에 안 드네요	4
2092	4392	역 바로앞에 있어 교통 편리성도 좋고,숙소도 좁은건 맞지만 숙소가 깔끔하며 조식도 맛있어요!!ㅎㅎ 추천합니다^-^	5
2093	1230	직원분들도 엄청 친절하세요	5
2094	15	뭐라 할 건 없는데 조금 그렇네요	4
2095	3726	역 바로앞에 있어 교통 편리성도 좋고,숙소도 좁은건 맞지만 숙소가 깔끔하며 조식도 맛있어요!!ㅎㅎ 추천합니다^-^	5
2096	2380	예약하는 곳이에요 이번에도 편히 쉬다왔어용 ~~	4
2097	3969	서울타워 야경맛집	5
2098	992	아주 좋습니다.	5
2099	11	너무 예쁜 바다도 실컷보고 깨끗한 방에서 편안하게 잘 쉬었습니다 라운지 조식도 맛있었어요	5
2100	1045	단 너무 깔끔하고 오션뷰 좋아요! 애견 동반 호텔이라 친화적인 느낌?ㅎ 잘 쉬다 왔습니다. 대만족 했어요.	5
2101	2915	예약방식이 너무 어렵습니다.	1
2102	4735	방이랑 수영장 모두 좋았어요!!	5
2103	2562	적당적당한 줄 알았더니, 더 좋네요. 생각보다	5
2104	4283	오션뷰가 아니라 아쉬웠지만 바다 앞이라 놀기 좋았습니다~~!	3
2105	4849	체크인 키오스크로 하니까 금방입니다.	5
2106	2335	체크아웃 엘베는 저층인분들은 윗층에서 다 타고 내려오니 포기하고 계단이용해야 하는데 캐리어나 유모차는ㅠ	1
2107	51	체크아웃 엘베는 저층인분들은 윗층에서 다 타고 내려오니 포기하고 계단이용해야 하는데 캐리어나 유모차는ㅠ	1
2108	177	좋은데, 조금 마음에 안 드네요	4
2109	1569	좋습니다. 가성비가 조금 떨어지는 느낌이긴 합니다.	4
2110	4106	깨끗해요	3
2111	2217	체크아웃 엘베는 저층인분들은 윗층에서 다 타고 내려오니 포기하고 계단이용해야 하는데 캐리어나 유모차는ㅠ	1
2112	678	너무 예쁜 바다도 실컷보고 깨끗한 방에서 편안하게 잘 쉬었습니다 라운지 조식도 맛있었어요	5
2113	4491	조금 낙후된부분들 레노하면 좋을거같아요	2
2114	1792	동선이 좋아서 자주 이용하는 곳이예요. 환경을 생각 하는 호텔이라 더 마음에 듭니다.	6
2115	4227	너무 좋았어요! 다음에도 또 오고싶네요	5
2116	3583	룸이 사진보다 작아서 다소 불편했어요.. 옷장이 없는것도 불편했답니다. 나머진 괜챤아요~ 생각보다 조식이 종류는 많치안았는데 먹을만합니다^^	1
2117	1963	"최고!최고!입니다!
잘쉬고가요~~~~"	5
2118	2055	직원분이 푹신하고 침대가 친절해요	5
2119	3409	훌륭한 숙소입니다.	5
2120	2818	체크인도 빠르고 직원분들 친절하셔서 좋았습니다	5
2121	4152	전화를 잘 받아주세요.	2
2122	1766	역 바로앞에 있어 교통 편리성도 좋고,숙소도 좁은건 맞지만 숙소가 깔끔하며 조식도 맛있어요!!ㅎㅎ 추천합니다^-^	5
2123	2563	직원분이 푹신하고 침대가 친절해요	5
2124	4044	너무 예쁜 바다도 실컷보고 깨끗한 방에서 편안하게 잘 쉬었습니다 라운지 조식도 맛있었어요	5
2125	3936	오션뷰가 아니라 아쉬웠지만 바다 앞이라 놀기 좋았습니다~~!	3
2126	2652	적당적당한 줄 알았더니, 더 좋네요. 생각보다	5
2127	888	친절하고 상냥한 프런트 직원과, 맛있는 조식에 감사합니다.	4
2128	4807	좋습니다. 가성비가 조금 떨어지는 느낌이긴 합니다.	4
2129	4024	글쎄요, 좋은 거 같은데 이 정도면..	3
2130	2533	담에는 다른곳 이용하려구요	1
2131	925	최고네요!!	5
2132	2502	잘 쉬다 갑니다.	5
2133	3179	직원분이 푹신하고 침대가 친절해요	5
2134	173	바로앞에 강문해변있어서 산책하기좋아요.	5
2135	84	침대가 진짜 편해요. 침구랑 방도 엄청 깨끗했어요. 맨날 여기서 잠만 자고싶네용!	4
2136	2411	강아지도 많이 데려오시더라구요. 세면도구는 챙겨가셔야 합니당	5
2137	3962	예약방식이 너무 어렵습니다.	1
2138	2831	룸서비스(음식류) 안되는 것 제외하고는 강릉에서 손꼽는 편의성을 갖춘 호텔(가성비듀 쥬아여)	4
2139	4176	룸이 사진보다 작아서 다소 불편했어요.. 옷장이 없는것도 불편했답니다. 나머진 괜챤아요~ 생각보다 조식이 종류는 많치안았는데 먹을만합니다^^	1
2140	1157	체크인 키오스크로 하니까 금방입니다.	5
2141	1242	침대가 아주 편안하구 아늑한걸 추구하시면 좋은 호텔이에요	5
2142	2021	시설도 깨끗하고 위치도 좋아요.	5
2143	944	뭐라 할 건 없는데 조금 그렇네요	4
2144	2572	출장중에 가성비 좋게 이용했습니다. 주차 편리하였고 위치가 좋았습니다.	4
2145	4279	예약하는 곳이에요 이번에도 편히 쉬다왔어용 ~~	4
2146	4728	편하게 잘 다녀 왔습니다^^	5
2147	3996	사진이랑 다르게 생각보다 좋았어요~	4
2148	2561	체크인이 불편한것 빼고는 만족했습니다	3
2149	1279	요즘 따라 점점 별로가 되는 기분인데요. 발전해주시기 바랍니다.	2
2150	1162	그냥 평범했어요	3
2151	1470	너무 예쁜 바다도 실컷보고 깨끗한 방에서 편안하게 잘 쉬었습니다 라운지 조식도 맛있었어요	5
2152	321	잘 쉬다 가용	5
2153	4821	전화를 잘 받아주세요.	2
2154	1941	훌륭한 숙소입니다.	5
2155	3548	1층에 편의점,주류매장,치킨집있어서 포장해서 룸안에서 먹었어요! 편해요!!	5
2156	1737	요즘 따라 점점 별로가 되는 기분인데요. 발전해주시기 바랍니다.	2
2157	877	강아지도 많이 데려오시더라구요. 세면도구는 챙겨가셔야 합니당	5
2158	927	재방문의사있습니다.	5
2159	3285	적당적당한 줄 알았더니, 더 좋네요. 생각보다	5
2160	3079	글쎄요, 좋은 거 같은데 이 정도면..	3
2161	1266	침구가 깨끗하고 베게도 편하고 좋았습니다.	3
2162	1336	적당적당한 줄 알았더니, 더 좋네요. 생각보다	5
2163	2238	글쎄요, 좋은 거 같은데 이 정도면..	3
2164	2616	실내 온도조절이 안되고, 따뜻한 물이 시간대별로 나와서 불편합니다.	1
2165	2471	호텔자체는 깔끔했어요. 근데 가격대비 너무 깡통옵션이어서 다음에 또 오는건 고민이 들 듯. 리뷰에서 유명한 체크인 줄서기 경험도 겪고, 무엇보다 뷰가...수영장이 바로 앞이어서 커튼을 열수가 없었어요.	5
2166	2133	호텔 내 주차장 공간이 좀 아쉬웠지만 만족했습니다.^^	3
2167	3639	글쎄요, 좋은 거 같은데 이 정도면..	3
2168	1559	위치, 장소, 서비스, 룸 컨디션 모두 좋아요. 다만 화장실이 방음이 전혀안되서 예민하신분들은 신경쓰이실듯 합니다.	5
2169	3976	그냥 호텔만 보면 깨끗하고 넓고 바다 가깝고 좋아요	3
2170	1648	프론트 직원이 너무 친절하지 않아요.	2
2171	1688	청소상태가 매우 깔끔하고, 조식도 종류가 많지 않아도 맛있고, 직원분들은 매우 친절하세요.	5
2172	2407	직원분들도 엄청 친절하세요	5
2173	4330	가족들고 즐거운 시간 ^^	5
2174	1231	직원분들도 엄청 친절하세요	5
2175	1774	잘 쉬다갑니당!	5
2176	1383	건물 복잡해요	1
2177	4245	저렴하게 잘 놀다 왔습니다.제방문 의자 있습니다	5
2178	2186	직원분들도 엄청 친절하세요	5
2179	4534	수영장 등 부대시설 있을건 다 있구 해변 접근성도 좋습니다.	5
2180	3447	서울타워 야경맛집	5
2181	2060	1층에 편의점,주류매장,치킨집있어서 포장해서 룸안에서 먹었어요! 편해요!!	5
2182	3335	직원분들도 엄청 친절하세요	5
2183	3438	사진이랑 다르게 생각보다 좋았어요~	4
2184	2414	그냥 호텔만 보면 깨끗하고 넓고 바다 가깝고 좋아요	3
2185	3413	룸서비스(음식류) 안되는 것 제외하고는 강릉에서 손꼽는 편의성을 갖춘 호텔(가성비듀 쥬아여)	4
2186	4137	가족들고 즐거운 시간 ^^	5
2187	780	1층에 편의점,주류매장,치킨집있어서 포장해서 룸안에서 먹었어요! 편해요!!	5
2188	599	직원분들도 엄청 친절하세요	5
2189	859	위치, 장소, 서비스, 룸 컨디션 모두 좋아요. 다만 화장실이 방음이 전혀안되서 예민하신분들은 신경쓰이실듯 합니다.	5
2190	2393	적당합니다.	3
2191	3408	체크인도 빠르고 직원분들 친절하셔서 좋았습니다	5
2192	4673	강아지도 많이 데려오시더라구요. 세면도구는 챙겨가셔야 합니당	5
2193	4720	다시는 안갑니다.	1
2194	4107	체크인도 빠르고 직원분들 친절하셔서 좋았습니다	5
2195	2086	실내 온도조절이 안되고, 따뜻한 물이 시간대별로 나와서 불편합니다.	1
2196	1664	침대가 진짜 편해요. 침구랑 방도 엄청 깨끗했어요. 맨날 여기서 잠만 자고싶네용!	4
2197	4496	오션뷰가 아니라 아쉬웠지만 바다 앞이라 놀기 좋았습니다~~!	3
2198	3057	서울타워 야경맛집	5
2199	2007	체크아웃 엘베는 저층인분들은 윗층에서 다 타고 내려오니 포기하고 계단이용해야 하는데 캐리어나 유모차는ㅠ	1
2200	19	바로앞에 강문해변있어서 산책하기좋아요.	5
2201	4276	위치, 장소, 서비스, 룸 컨디션 모두 좋아요. 다만 화장실이 방음이 전혀안되서 예민하신분들은 신경쓰이실듯 합니다.	5
2202	3524	서울타워 야경맛집	5
2203	1067	침대가 아주 편안하구 아늑한걸 추구하시면 좋은 호텔이에요	5
2204	2197	단 너무 깔끔하고 오션뷰 좋아요! 애견 동반 호텔이라 친화적인 느낌?ㅎ 잘 쉬다 왔습니다. 대만족 했어요.	5
2205	3798	호텔 아니여도 근처에 먹을 만한 곳이 많아사 근처에서 밥먹고 산책가고 호텔 시성 즐기고 너무 좋아용	5
2206	3050	강아지도 많이 데려오시더라구요. 세면도구는 챙겨가셔야 합니당	5
2207	2963	최고네요!!	5
2208	4065	최고다 이건	5
2209	2031	건물 복잡해요	1
2210	1709	침구가 깨끗하고 베게도 편하고 좋았습니다.	3
2211	1859	시설이 깔끔했어요	5
2212	2902	침구가 깨끗하고 베게도 편하고 좋았습니다.	3
2213	1076	체크아웃 엘베는 저층인분들은 윗층에서 다 타고 내려오니 포기하고 계단이용해야 하는데 캐리어나 유모차는ㅠ	1
2214	3801	깨끗하고 침구도 편안해서 잘 쉬다 왔어요 !	5
2215	655	방이랑 수영장 모두 좋았어요!!	5
2216	881	좋은 추억 가지고 갑니다.	4
2217	1356	직원분들도 엄청 친절하세요	5
2218	4160	직원분이 푹신하고 침대가 친절해요	5
2219	4182	1층에 편의점,주류매장,치킨집있어서 포장해서 룸안에서 먹었어요! 편해요!!	5
2220	1435	좋은데, 조금 마음에 안 드네요	4
2221	4064	좋은 추억 가지고 갑니다.	4
2222	1848	체크인이 불편한것 빼고는 만족했습니다	3
2223	4384	건조한거 빼곤 매우만족	3
2224	2800	룸이 작고 샤워실이 투명이라 좀 불편하긴 합니다. 룸 사이즈는 캐리어 두 개도 펼치기 힘들 정도예요. 침대는 너무 좋아서 혼자 묵긴 좋은 곳이라고 느꼈어요. 넷플릭스 기기는 오후 늦게 들어가니 전부 대여 완료.. 그냥 룸마다 설치해 두고 요금을 더 받으시는 게. 아무튼 미리미리 대여해 두세요.	3
2225	2746	호텔 내 주차장 공간이 좀 아쉬웠지만 만족했습니다.^^	3
2226	4806	방이 깔끔해서 마음에 듭니다	5
2227	4547	예약확인이 안되네요	1
2228	2900	저렴하게 잘 놀다 왔습니다.제방문 의자 있습니다	5
2229	340	예약확인이 안되네요	1
2230	2210	조금 낙후된부분들 레노하면 좋을거같아요	2
2231	807	룸서비스(음식류) 안되는 것 제외하고는 강릉에서 손꼽는 편의성을 갖춘 호텔(가성비듀 쥬아여)	4
2232	4220	최고네요!!	5
2233	2388	좋습니다. 가성비가 조금 떨어지는 느낌이긴 합니다.	4
2234	954	동선이 좋아서 자주 이용하는 곳이예요. 환경을 생각 하는 호텔이라 더 마음에 듭니다.	6
2235	3546	가족들고 즐거운 시간 ^^	5
2236	1369	체크인도 빠르고 직원분들 친절하셔서 좋았습니다	5
2237	3829	프론트 직원이 너무 친절하지 않아요.	2
2238	4817	실내 온도조절이 안되고, 따뜻한 물이 시간대별로 나와서 불편합니다.	1
2239	4609	글쎄요, 좋은 거 같은데 이 정도면..	3
2240	3975	단 너무 깔끔하고 오션뷰 좋아요! 애견 동반 호텔이라 친화적인 느낌?ㅎ 잘 쉬다 왔습니다. 대만족 했어요.	5
2241	1356	침대가 아주 편안하구 아늑한걸 추구하시면 좋은 호텔이에요	5
2242	2455	오션뷰가 아닌 논뷰도 푸릇하고 좋더라구여	5
2243	3868	서비스, 질 모든 면에서 만족스럽지 않네요.	1
2244	1811	1층에 편의점,주류매장,치킨집있어서 포장해서 룸안에서 먹었어요! 편해요!!	5
2245	633	침구가 깨끗하고 베게도 편하고 좋았습니다.	3
2246	2827	체크인 키오스크로 하니까 금방입니다.	5
2247	4057	청결상태에 조금 더 신경 써주시길 바랍니다.	3
2248	500	너무 예쁜 바다도 실컷보고 깨끗한 방에서 편안하게 잘 쉬었습니다 라운지 조식도 맛있었어요	5
2249	293	청소상태가 매우 깔끔하고, 조식도 종류가 많지 않아도 맛있고, 직원분들은 매우 친절하세요.	5
2250	2626	출장중에 가성비 좋게 이용했습니다. 주차 편리하였고 위치가 좋았습니다.	4
2251	1103	저렴하게 잘 놀다 왔습니다.제방문 의자 있습니다	5
2252	1816	직원분들도 엄청 친절하세요	5
2253	2182	잘 쉬다 갑니다.	5
2254	424	그냥 호텔만 보면 깨끗하고 넓고 바다 가깝고 좋아요	3
2255	3035	조금 낙후된부분들 레노하면 좋을거같아요	2
2256	4842	담에는 다른곳 이용하려구요	1
2257	2812	프론트 직원이 너무 친절하지 않아요.	2
2258	3591	방이랑 수영장 모두 좋았어요!!	5
2259	195	체크인 키오스크로 하니까 금방입니다.	5
2260	4974	글쎄요, 좋은 거 같은데 이 정도면..	3
2261	4845	너무 예쁜 바다도 실컷보고 깨끗한 방에서 편안하게 잘 쉬었습니다 라운지 조식도 맛있었어요	5
2262	1968	가족들고 즐거운 시간 ^^	5
2263	1889	침구가 깨끗하고 베게도 편하고 좋았습니다.	3
2264	2392	최고다 이건	5
2265	1526	단 너무 깔끔하고 오션뷰 좋아요! 애견 동반 호텔이라 친화적인 느낌?ㅎ 잘 쉬다 왔습니다. 대만족 했어요.	5
2266	489	가족들고 즐거운 시간 ^^	5
2267	1088	잘 쉬다 갑니다.	5
2268	38	아주 좋습니다.	5
2269	4033	오션뷰가 아닌 논뷰도 푸릇하고 좋더라구여	5
2270	1936	직원분이 푹신하고 침대가 친절해요	5
2271	3354	담에는 다른곳 이용하려구요	1
2272	976	침구가 깨끗하고 베게도 편하고 좋았습니다.	3
2273	1415	룸서비스(음식류) 안되는 것 제외하고는 강릉에서 손꼽는 편의성을 갖춘 호텔(가성비듀 쥬아여)	4
2274	2322	아주 좋습니다.	5
2275	652	너무 예쁜 바다도 실컷보고 깨끗한 방에서 편안하게 잘 쉬었습니다 라운지 조식도 맛있었어요	5
2276	2388	실내 온도조절이 안되고, 따뜻한 물이 시간대별로 나와서 불편합니다.	1
2277	3539	급히 잡은 숙소였는데 침대도 넓고 좋았어요 ㅎㅎ 에어컨 소음이 좀 있는데 잠깐 틀어놔듀 시원해서 잘땐 끄고 잤어용	4
2278	3193	호텔 아니여도 근처에 먹을 만한 곳이 많아사 근처에서 밥먹고 산책가고 호텔 시성 즐기고 너무 좋아용	5
2279	1719	좋습니다. 가성비가 조금 떨어지는 느낌이긴 합니다.	4
2280	2209	친절합니다. 	4
2281	3146	바로앞에 강문해변있어서 산책하기좋아요.	5
