j_no	s_no	j_title	j_content	j_salary	j_start	j_end	j_day	j_people	j_state	j_regdate
454	181	한끼식당 추가 알바 모집	한끼식당은 대구 지역의 음식점 매장입니다. 주방과 홀 사이에서 요청 사항을 전달하고 주문 누락이 없도록 영수증을 확인합니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	10250	20:00:00	01:00:00	주말	2	1	2026-07-18
455	182	청춘분식 추가 알바 모집	청춘분식은 대구 지역의 음식점 매장입니다. 포장 주문 확인과 배달 기사 전달을 보조하고 홀 바닥과 셀프 코너를 수시로 정리합니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	10500	09:00:00	15:00:00	월,수,금	3	0	2026-08-04
456	183	치킨박스 추가 알바 모집	치킨박스은 대구 지역의 패스트푸드 매장입니다. 카운터 주문 접수와 세트 메뉴 포장을 맡고 감자튀김 음료 준비를 보조합니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	10750	11:00:00	18:00:00	화,목,토	4	1	2026-07-14
457	184	프레시버거 추가 알바 모집	프레시버거은 대구 지역의 패스트푸드 매장입니다. 마감 시간에는 트레이 정리 쓰레기 분리 매장 바닥 청소를 함께 진행합니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	11000	13:00:00	17:00:00	월,화,수	1	1	2026-07-27
458	185	달콤제과 추가 알바 모집	달콤제과은 대구 지역의 베이커리 매장입니다. 케이크 예약 상품을 확인하고 쇼케이스 온도와 진열 상태를 수시로 점검합니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	11250	15:00:00	20:00:00	목,금,토	2	1	2026-07-25
459	186	빵굽는하루 추가 알바 모집	빵굽는하루은 대구 지역의 베이커리 매장입니다. 마감 전 남은 제품 정리와 매대 청소 포장지 재고 확인을 진행합니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	11500	17:00:00	23:00:00	평일	3	1	2026-07-05
460	187	게임스테이션 추가 알바 모집	게임스테이션은 대구 지역의 PC방 매장입니다. 야간에는 좌석 상태를 순회 점검하고 프린터 이용과 충전 문의를 차분히 처리합니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	11750	19:00:00	02:00:00	주말	4	1	2026-08-06
461	188	라운지PC 추가 알바 모집	라운지PC은 대구 지역의 PC방 매장입니다. 좌석 이용 후 키보드 마우스 헤드셋을 정리하고 간단한 조리 메뉴 주문을 준비합니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	12000	21:00:00	01:00:00	월,수,금	1	1	2026-07-24
462	189	스피드PC방 추가 알바 모집	스피드PC방은 대구 지역의 PC방 매장입니다. 주방 조리대와 컵라면 코너를 청결하게 유지하고 주문 번호에 맞춰 메뉴를 전달합니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	12250	10:00:00	15:00:00	화,목,토	2	0	2026-08-28
463	190	스카이무비 추가 알바 모집	스카이무비은 대구 지역의 영화관 매장입니다. 매점에서 팝콘 음료 세트 포장을 보조하고 대기 줄이 길어지면 주문 안내를 돕습니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	12500	12:00:00	18:00:00	월,화,수	3	1	2026-08-17
464	191	필름하우스 추가 알바 모집	필름하우스은 대구 지역의 영화관 매장입니다. 티켓 발권 보조와 모바일 예매 확인을 진행하고 매점 소모품을 채웁니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	12750	14:00:00	21:00:00	목,금,토	4	1	2026-09-05
465	192	더스크린 추가 알바 모집	더스크린은 대구 지역의 영화관 매장입니다. 상영 시간표 문의를 응대하고 분실물 접수와 관람객 동선 안내를 담당합니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	13000	16:00:00	20:00:00	평일	1	1	2026-08-09
466	193	튼튼학원 추가 알바 모집	튼튼학원은 대구 지역의 학원 매장입니다. 학생 출결 확인과 교재 배부를 맡고 수업 전 강의실 책상과 칠판 상태를 정리합니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	13250	18:00:00	23:00:00	주말	2	1	2026-07-01
467	194	미래교실 추가 알바 모집	미래교실은 대구 지역의 학원 매장입니다. 수업 교실 이동 시간에 복도 질서를 확인하고 분실물과 공지사항 게시를 관리합니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	13500	20:00:00	02:00:00	월,수,금	3	1	2026-08-16
468	195	포근학원 추가 알바 모집	포근학원은 대구 지역의 학원 매장입니다. 데스크에서 학부모 전화 문의를 메모하고 결석 학생 전달 사항을 선생님께 공유합니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	13750	09:00:00	16:00:00	화,목,토	4	1	2026-07-15
469	196	드림스터디 추가 알바 모집	드림스터디은 대구 지역의 학원 매장입니다. 상담 예약표를 정리하고 강의 종료 후 교실 전등 냉난방 상태를 확인합니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	14000	11:00:00	15:00:00	월,화,수	1	0	2026-08-07
470	197	온누리마트 추가 알바 모집	온누리마트은 대구 지역의 마트 매장입니다. 카트와 장바구니를 정리하고 계산대 주변 소모품과 봉투 재고를 채웁니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	14250	13:00:00	18:00:00	목,금,토	2	1	2026-08-24
471	198	청춘마트 추가 알바 모집	청춘마트은 대구 지역의 마트 매장입니다. 입고 상품을 진열대에 채우고 가격표와 행사 스티커가 맞는지 꼼꼼히 확인합니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	14500	15:00:00	21:00:00	평일	3	1	2026-08-12
472	199	새벽물류센터 추가 알바 모집	새벽물류센터은 대구 지역의 물류센터 매장입니다. 반품 상품 상태를 확인해 정상 재고와 검수 필요 물품으로 나누어 정리합니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	14750	17:00:00	00:00:00	주말	4	1	2026-06-26
473	200	스피드물류 추가 알바 모집	스피드물류은 대구 지역의 물류센터 매장입니다. 포장 전 상품 수량을 확인하고 완충재와 송장 부착 보조를 진행합니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	10000	19:00:00	23:00:00	월,수,금	1	1	2026-08-26
474	201	오피스파트너 추가 알바 모집	오피스파트너은 대구 지역의 사무보조 매장입니다. 사무실 비품 수량을 확인하고 방문객 응대와 회의실 정돈을 함께 진행합니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	10250	21:00:00	02:00:00	화,목,토	2	1	2026-07-25
475	202	문서도움센터 추가 알바 모집	문서도움센터은 대구 지역의 사무보조 매장입니다. 간단한 고객 안내 문자 발송과 회의 자료 출력 우편물 분류를 보조합니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	10500	10:00:00	16:00:00	월,화,수	3	1	2026-08-02
476	203	온에어스터디 추가 알바 모집	온에어스터디은 대구 지역의 스터디카페 매장입니다. 좌석 이용 상태를 확인하고 무인 결제기 문의와 사물함 이용 안내를 차분히 처리합니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	10750	12:00:00	19:00:00	목,금,토	4	0	2026-08-26
477	204	포커스라운지 추가 알바 모집	포커스라운지은 대구 지역의 스터디카페 매장입니다. 회원권 문의를 안내하고 프린터 용지와 간단 비품 재고를 확인합니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	11000	14:00:00	18:00:00	평일	1	1	2026-07-13
478	205	브라운카페 추가 알바 모집	브라운카페은 광주 지역의 카페 매장입니다. 디저트 쇼케이스 정리와 테이크아웃 포장 주문 접수를 담당하고 퇴근 전 커피 머신 주변을 닦습니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	11250	16:00:00	21:00:00	주말	2	1	2026-07-17
479	206	오아시스커피 추가 알바 모집	오아시스커피은 광주 지역의 카페 매장입니다. 쿠폰 적립 안내와 키오스크 주문 확인을 보조하고 음료 라벨이 맞는지 한 번 더 확인합니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	11500	18:00:00	00:00:00	월,수,금	3	1	2026-09-02
480	207	라떼하우스 추가 알바 모집	라떼하우스은 광주 지역의 카페 매장입니다. 오전에는 원두와 우유 재고를 확인하고 피크 시간에는 음료 전달과 픽업대 정리를 함께 진행합니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	11750	20:00:00	03:00:00	화,목,토	4	1	2026-07-02
481	208	모닝빈 추가 알바 모집	모닝빈은 광주 지역의 카페 매장입니다. 에스프레소 추출 보조와 아이스 음료 제조 보조를 맡고 컵 홀더 빨대 시럽류 재고를 수시로 채웁니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	12000	09:00:00	13:00:00	월,화,수	1	1	2026-08-27
482	209	스마일24 추가 알바 모집	스마일24은 광주 지역의 편의점 매장입니다. 행사 상품 가격표를 확인하고 손님 문의가 많은 생활용품 위치를 안내합니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	12250	11:00:00	16:00:00	목,금,토	2	1	2026-08-30
483	210	한밤편의점 추가 알바 모집	한밤편의점은 광주 지역의 편의점 매장입니다. 택배 접수와 보관함 정리 컵라면 온수대 청결 관리까지 매장 기본 업무를 담당합니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	12500	13:00:00	19:00:00	평일	3	0	2026-08-25
484	211	한끼식당 추가 알바 모집	한끼식당은 광주 지역의 음식점 매장입니다. 주방과 홀 사이에서 요청 사항을 전달하고 주문 누락이 없도록 영수증을 확인합니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	12750	15:00:00	22:00:00	주말	4	1	2026-07-08
485	212	청춘분식 추가 알바 모집	청춘분식은 광주 지역의 음식점 매장입니다. 포장 주문 확인과 배달 기사 전달을 보조하고 홀 바닥과 셀프 코너를 수시로 정리합니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	13000	17:00:00	21:00:00	월,수,금	1	1	2026-07-02
486	213	프레시버거 추가 알바 모집	프레시버거은 광주 지역의 패스트푸드 매장입니다. 카운터 주문 접수와 세트 메뉴 포장을 맡고 감자튀김 음료 준비를 보조합니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	13250	19:00:00	00:00:00	화,목,토	2	1	2026-08-31
487	214	핫도그랩 추가 알바 모집	핫도그랩은 광주 지역의 패스트푸드 매장입니다. 마감 시간에는 트레이 정리 쓰레기 분리 매장 바닥 청소를 함께 진행합니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	13500	21:00:00	03:00:00	월,화,수	3	1	2026-08-18
488	215	크리스피하우스 추가 알바 모집	크리스피하우스은 광주 지역의 패스트푸드 매장입니다. 키오스크 주문 번호를 확인해 픽업대에 정확히 전달하고 소스 냅킨 재고를 채웁니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	13750	10:00:00	17:00:00	목,금,토	4	1	2026-08-31
489	216	빵굽는하루 추가 알바 모집	빵굽는하루은 광주 지역의 베이커리 매장입니다. 마감 전 남은 제품 정리와 매대 청소 포장지 재고 확인을 진행합니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	14000	12:00:00	16:00:00	평일	1	1	2026-07-01
490	217	소프트베이커리 추가 알바 모집	소프트베이커리은 광주 지역의 베이커리 매장입니다. 갓 나온 빵을 종류별로 배치하고 손님이 고른 제품을 깔끔하게 포장합니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	14250	14:00:00	19:00:00	주말	2	0	2026-06-26
491	218	우리빵집 추가 알바 모집	우리빵집은 광주 지역의 베이커리 매장입니다. 오전에는 빵 진열과 집게 트레이 정리를 맡고 오후에는 포장과 계산 보조를 담당합니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	14500	16:00:00	22:00:00	월,수,금	3	1	2026-07-29
492	219	라운지PC 추가 알바 모집	라운지PC은 광주 지역의 PC방 매장입니다. 주방 조리대와 컵라면 코너를 청결하게 유지하고 주문 번호에 맞춰 메뉴를 전달합니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	14750	18:00:00	01:00:00	화,목,토	4	1	2026-07-14
493	220	스피드PC방 추가 알바 모집	스피드PC방은 광주 지역의 PC방 매장입니다. 회원 문의와 시간 충전 안내를 맡고 라면 음료 스낵 재고를 확인합니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	10000	20:00:00	00:00:00	월,화,수	1	1	2026-06-27
494	221	필름하우스 추가 알바 모집	필름하우스은 광주 지역의 영화관 매장입니다. 티켓 발권 보조와 모바일 예매 확인을 진행하고 매점 소모품을 채웁니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	10250	09:00:00	14:00:00	목,금,토	2	1	2026-09-04
495	222	더스크린 추가 알바 모집	더스크린은 광주 지역의 영화관 매장입니다. 상영 시간표 문의를 응대하고 분실물 접수와 관람객 동선 안내를 담당합니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	10500	11:00:00	17:00:00	평일	3	1	2026-08-24
496	223	라온영화관 추가 알바 모집	라온영화관은 광주 지역의 영화관 매장입니다. 입장권 확인과 상영관 입장 안내를 맡고 영화 종료 후 좌석 사이 쓰레기를 정리합니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	10750	13:00:00	20:00:00	주말	4	1	2026-07-06
497	224	시네마온 추가 알바 모집	시네마온은 광주 지역의 영화관 매장입니다. 상영관 청소와 3D 안경 회수 정리를 맡아 다음 회차 입장이 늦어지지 않게 준비합니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	11000	15:00:00	19:00:00	월,수,금	1	0	2026-08-11
498	225	미래교실 추가 알바 모집	미래교실은 광주 지역의 학원 매장입니다. 데스크에서 학부모 전화 문의를 메모하고 결석 학생 전달 사항을 선생님께 공유합니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	11250	17:00:00	22:00:00	화,목,토	2	1	2026-07-17
499	226	포근학원 추가 알바 모집	포근학원은 광주 지역의 학원 매장입니다. 상담 예약표를 정리하고 강의 종료 후 교실 전등 냉난방 상태를 확인합니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	11500	19:00:00	01:00:00	월,화,수	3	1	2026-07-15
500	227	드림스터디 추가 알바 모집	드림스터디은 광주 지역의 학원 매장입니다. 프린트물 복사와 시험지 분류를 보조하며 자습실 이용 학생을 조용히 안내합니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	11750	21:00:00	04:00:00	목,금,토	4	1	2026-07-23
501	228	청춘마트 추가 알바 모집	청춘마트은 광주 지역의 마트 매장입니다. 입고 상품을 진열대에 채우고 가격표와 행사 스티커가 맞는지 꼼꼼히 확인합니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	12000	10:00:00	14:00:00	평일	1	1	2026-08-12
502	229	싱싱마트 추가 알바 모집	싱싱마트은 광주 지역의 마트 매장입니다. 유통기한이 가까운 상품을 분류하고 매대 앞쪽으로 상품을 보기 좋게 당겨 놓습니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	12250	12:00:00	17:00:00	주말	2	1	2026-08-18
503	230	스피드물류 추가 알바 모집	스피드물류은 광주 지역의 물류센터 매장입니다. 포장 전 상품 수량을 확인하고 완충재와 송장 부착 보조를 진행합니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	12500	14:00:00	20:00:00	월,수,금	3	1	2026-08-17
504	231	한빛물류센터 추가 알바 모집	한빛물류센터은 광주 지역의 물류센터 매장입니다. 안전 장갑을 착용하고 무거운 물품은 직원과 함께 이동하며 정해진 동선을 지킵니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	12750	16:00:00	23:00:00	화,목,토	4	0	2026-06-28
505	232	로지스허브 추가 알바 모집	로지스허브은 광주 지역의 물류센터 매장입니다. 출고 라인에서 지역별 박스를 구분하고 작업 통로에 물건이 쌓이지 않게 정리합니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	13000	18:00:00	22:00:00	월,화,수	1	1	2026-08-15
506	233	정직물류 추가 알바 모집	정직물류은 광주 지역의 물류센터 매장입니다. 입고 상품 바코드를 확인하고 분류 구역별로 박스를 이동시키는 업무를 맡습니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	13250	20:00:00	01:00:00	목,금,토	2	1	2026-08-01
507	234	문서도움센터 추가 알바 모집	문서도움센터은 광주 지역의 사무보조 매장입니다. 데이터 입력 후 오타를 재확인하고 완료된 문서는 폴더별로 분류합니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	13500	09:00:00	15:00:00	평일	3	1	2026-08-11
508	235	스마트오피스 추가 알바 모집	스마트오피스은 광주 지역의 사무보조 매장입니다. 계약서와 신청서류를 순서대로 정리하고 누락된 항목이 있는지 체크합니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	13750	11:00:00	18:00:00	주말	4	1	2026-07-10
509	236	데이터헬퍼 추가 알바 모집	데이터헬퍼은 광주 지역의 사무보조 매장입니다. 사무실 비품 수량을 확인하고 방문객 응대와 회의실 정돈을 함께 진행합니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	14000	13:00:00	17:00:00	월,수,금	1	1	2026-08-25
510	237	업무지원실 추가 알바 모집	업무지원실은 광주 지역의 사무보조 매장입니다. 간단한 고객 안내 문자 발송과 회의 자료 출력 우편물 분류를 보조합니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	14250	15:00:00	20:00:00	화,목,토	2	1	2026-07-09
511	238	포커스라운지 추가 알바 모집	포커스라운지은 광주 지역의 스터디카페 매장입니다. 좌석 이용 상태를 확인하고 무인 결제기 문의와 사물함 이용 안내를 차분히 처리합니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	14500	17:00:00	23:00:00	월,화,수	3	0	2026-08-27
512	239	스터디라이트 추가 알바 모집	스터디라이트은 광주 지역의 스터디카페 매장입니다. 회원권 문의를 안내하고 프린터 용지와 간단 비품 재고를 확인합니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	14750	19:00:00	02:00:00	목,금,토	4	1	2026-07-23
513	240	오아시스커피 추가 알바 모집	오아시스커피은 수원 지역의 카페 매장입니다. 디저트 쇼케이스 정리와 테이크아웃 포장 주문 접수를 담당하고 퇴근 전 커피 머신 주변을 닦습니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	10000	21:00:00	01:00:00	평일	1	1	2026-08-29
514	241	라떼하우스 추가 알바 모집	라떼하우스은 수원 지역의 카페 매장입니다. 쿠폰 적립 안내와 키오스크 주문 확인을 보조하고 음료 라벨이 맞는지 한 번 더 확인합니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	10250	10:00:00	15:00:00	주말	2	1	2026-07-16
515	242	한밤편의점 추가 알바 모집	한밤편의점은 수원 지역의 편의점 매장입니다. 야간 시간대 상품 진열과 냉장 음료 보충을 중심으로 계산 실수 없이 응대합니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	10500	12:00:00	18:00:00	월,수,금	3	1	2026-08-08
516	243	우리동네CU 추가 알바 모집	우리동네CU은 수원 지역의 편의점 매장입니다. 계산대 응대와 담배 재고 확인을 맡고 도시락 삼각김밥 유통기한을 시간대별로 점검합니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	10750	14:00:00	21:00:00	화,목,토	4	1	2026-06-28
